,image_id,desc
13952,2731171552_4a808c7d5a,startseq man holding young boy on his shoulder endseq
13953,2731171552_4a808c7d5a,startseq one child is pointing to the sky and another is trying to block the sun to look endseq
13954,2731171552_4a808c7d5a,startseq one man looks into the distance next to another who has his hand in the air endseq
13955,273248777_eaf0288ab3,startseq football player in full stadium jumping and recieving football endseq
13956,273248777_eaf0288ab3,startseq the american footballer in yellow catches the ball whilst under pressure from the payer in white endseq
13957,273248777_eaf0288ab3,startseq two football players playing football before huge crowd endseq
13958,273248777_eaf0288ab3,startseq two football players run into each other endseq
13959,273248777_eaf0288ab3,startseq two men vie for football endseq
13960,2732625904_4fbb653434,startseq girl in pink dress rides her bike along white picket fence endseq
13961,2732625904_4fbb653434,startseq girl in pink sundress rides bike next to white picket fence endseq
13962,2732625904_4fbb653434,startseq girl in red dress rides her bike in front of white fence endseq
13963,2732625904_4fbb653434,startseq girl in red sundress rides bike past white picket fence endseq
13964,2732625904_4fbb653434,startseq girl wearing pink rides yellow bike near white fence endseq
13965,2733659177_d74a00995b,startseq blond child is laying on branch of tree in green field endseq
13966,2733659177_d74a00995b,startseq blondhaired boy wearing yellow shirt and blue pants is climbing large fallen tree limb outdoors in grassy meadow endseq
13967,2733659177_d74a00995b,startseq boy wearing yellow shirt and blue pants is climbing tree in hilly area endseq
13968,2733659177_d74a00995b,startseq boy wearing yellow shirt and blue pants is climbing on tree branch in grassy field endseq
13969,2733659177_d74a00995b,startseq young boy climbing tree in grassy hills endseq
13970,2734219983_fe86a60bf9,startseq woman and child with an umbrella walk through the street in the pouring rain endseq
13971,2734219983_fe86a60bf9,startseq woman in colorful sari walks with small boy who is carrying an umbrella through busy city in the pouring rain endseq
13972,2734219983_fe86a60bf9,startseq woman in sari next to boy holding red umbrella in rainy street endseq
13973,2734219983_fe86a60bf9,startseq woman walking in the rain with child endseq
13974,2734219983_fe86a60bf9,startseq the lady and child walk to school in the rain endseq
13975,2734669176_c272b42597,startseq baseball player woman with frisbees and dog in front of blue bleachers endseq
13976,2734669176_c272b42597,startseq blonde haired girl is doing trick with her dog that is in the air trying to catch flying frisbee endseq
13977,2734669176_c272b42597,startseq dog jumping for frisbee while woman crouches nearby endseq
13978,2734669176_c272b42597,startseq woman thows frisbee to dog as baseball player in uniform runs behind her endseq
13979,2734669176_c272b42597,startseq the girl does freestyle frisbee tricks with her dog at the baseball park endseq
13980,2735158990_56ff6bf9b0,startseq brown and white dog stands on his hind leg and barks endseq
13981,2735158990_56ff6bf9b0,startseq brown dog on his hind legs in the shadow of some trees endseq
13982,2735158990_56ff6bf9b0,startseq dog jumps in the woods endseq
13983,2735158990_56ff6bf9b0,startseq dog stands on its hind legs in wooded area while another dog watches endseq
13984,2735158990_56ff6bf9b0,startseq white dog is jumping in the air to catch ball in the woods endseq
13985,2735290454_1bd8bc5eac,startseq black dog enjoys and ice cream cone endseq
13986,2735290454_1bd8bc5eac,startseq black dog has an ice cream cone in its mouth endseq
13987,2735290454_1bd8bc5eac,startseq black dog sitting while eating with neon yellow band around shoulders endseq
13988,2735290454_1bd8bc5eac,startseq the black dog is wearing lime green collar endseq
13989,2735290454_1bd8bc5eac,startseq the furry black dog is wearing neon yellow collar endseq
13990,2735558076_0d7bbc18fc,startseq boy looks suspiciously at someone nearby endseq
13991,2735558076_0d7bbc18fc,startseq group of people sit on pavement wearing dark shoes and warm clothes endseq
13992,2735558076_0d7bbc18fc,startseq row of legs and black boots with boy sitting at the end of the row endseq
13993,2735558076_0d7bbc18fc,startseq row of people sitting on the ground wearing matching heeled boots endseq
13994,2735558076_0d7bbc18fc,startseq the young man is waiting with others on the sidewalk endseq
13995,2735792721_b8fe85e803,startseq child gets squirted while squirting water gun endseq
13996,2735792721_b8fe85e803,startseq child with squirt gun endseq
13997,2735792721_b8fe85e803,startseq child with water gun being sprayed with water endseq
13998,2735792721_b8fe85e803,startseq laughing child is holding water gun and getting sprayed with water endseq
13999,2735792721_b8fe85e803,startseq there is kid spraying water gun endseq
14000,2735979477_eef7c680f9,startseq tan dog and larger white dog run along the grass endseq
14001,2735979477_eef7c680f9,startseq two big dogs brown and tan are running in grass endseq
14002,2735979477_eef7c680f9,startseq two dogs running on grass endseq
14003,2735979477_eef7c680f9,startseq two golden retreiver dogs are running on the grass endseq
14004,2735979477_eef7c680f9,startseq two large dogs running in some grass endseq
14005,2736508369_fd9ff0b42f,startseq baseball player is tagged out sliding into second base endseq
14006,2736508369_fd9ff0b42f,startseq baseball player slides toward base endseq
14007,2736508369_fd9ff0b42f,startseq man in grey uniform sliding into base endseq
14008,2736508369_fd9ff0b42f,startseq three men playing baseball endseq
14009,2736508369_fd9ff0b42f,startseq two fielder are defending the base as member of the batting team slide towards it endseq
14010,2736902411_a0010f89ae,startseq the girls are taking picture of themselves endseq
14011,2736902411_a0010f89ae,startseq two blonde girls are taking picture of themselves endseq
14012,2736902411_a0010f89ae,startseq two blonde women are smiling while one is holding camera to capture their image endseq
14013,2736902411_a0010f89ae,startseq two girls taking picture of themselves endseq
14014,2736902411_a0010f89ae,startseq two young girls are taking picture of themselves with camera endseq
14015,2737233999_34d60dc5c3,startseq four children playing basketball endseq
14016,2737233999_34d60dc5c3,startseq four people are playing basketball on plank deck outdoors endseq
14017,2737233999_34d60dc5c3,startseq four people playing basketball on wooden area near the beach endseq
14018,2737233999_34d60dc5c3,startseq kids playing basketball on wood deck endseq
14019,2737233999_34d60dc5c3,startseq young children shoot baskets in the field endseq
14020,2737609659_efce872c24,startseq four wheel drive vehicle is driving on dirt track endseq
14021,2737609659_efce872c24,startseq girl wearing camouflage pants sits on top of hummer endseq
14022,2737609659_efce872c24,startseq girl on roof of jeep being driven down road endseq
14023,2737609659_efce872c24,startseq in rural outdoors blond woman sits on roof of yellow bmw vehicle two people inside endseq
14024,2737609659_efce872c24,startseq two people drive jeep while lady sits on the top of it endseq
14025,2737729252_b3fd9c05b1,startseq girl is taking picture of another girl in park endseq
14026,2737729252_b3fd9c05b1,startseq girl is taking picture of another girl in park endseq
14027,2737729252_b3fd9c05b1,startseq woman takes picture of another in purple in park endseq
14028,2737729252_b3fd9c05b1,startseq one girl taking picture of her friend endseq
14029,2737729252_b3fd9c05b1,startseq two little girls playing in the parking lot endseq
14030,2737759676_4bc9be2daf,startseq man in sunglasses and hat is seen among crowd endseq
14031,2737759676_4bc9be2daf,startseq man wearing an oxford shirt sunglasses and hat smirks endseq
14032,2737759676_4bc9be2daf,startseq man wearing sunglasses and hat near crowd endseq
14033,2737759676_4bc9be2daf,startseq man wears sunglasses and hat endseq
14034,2737759676_4bc9be2daf,startseq young man is wearing brown hat and sunglasses endseq
14035,2738077433_10e6264b6f,startseq dog climbing steep dirt hill endseq
14036,2738077433_10e6264b6f,startseq dog climbs hill endseq
14037,2738077433_10e6264b6f,startseq great dane climbing steep hill endseq
14038,2738077433_10e6264b6f,startseq light brown dog is running up endseq
14039,2738077433_10e6264b6f,startseq light dog climbing wall of dirt endseq
14040,2738255684_0324ed062d,startseq group of greyhound dogs runs around dirt track endseq
14041,2738255684_0324ed062d,startseq greyhounds race on sandy track with the dog in green taking the lead endseq
14042,2738255684_0324ed062d,startseq race dogs run around curve endseq
14043,2738255684_0324ed062d,startseq the horses are racing along the dirt track endseq
14044,2738255684_0324ed062d,startseq three muzzled greyhounds race around turn in track endseq
14045,2739331794_4ae78f69a0,startseq man racing an orange motorcycle endseq
14046,2739331794_4ae78f69a0,startseq man riding an orange and white motorcycle endseq
14047,2739331794_4ae78f69a0,startseq motorcyclist races around track endseq
14048,2739331794_4ae78f69a0,startseq an orange and white motorcycle is being ridden on racetrack endseq
14049,2739331794_4ae78f69a0,startseq someone is driving an orange motorbike along pavement endseq
14050,2739332078_13d9acce59,startseq girl with blond hair offers dimpled smile from under her black umbrella endseq
14051,2739332078_13d9acce59,startseq lady posing while holding an umbrella endseq
14052,2739332078_13d9acce59,startseq young blonde woman in black smiles under her black umbrella endseq
14053,2739332078_13d9acce59,startseq blond woman with black shirt is holding black umbrella over her head endseq
14054,2739332078_13d9acce59,startseq the blonde haired woman is holding black umbrella endseq
14055,2741051940_89fb6b2cee,startseq chubby puppy dog with its tail cut off plays with bag endseq
14056,2741051940_89fb6b2cee,startseq dog wrestles with plastic bag endseq
14057,2741051940_89fb6b2cee,startseq small dog is playing with plastic bag on the sidewalk endseq
14058,2741051940_89fb6b2cee,startseq white dog is playing with plastic bag endseq
14059,2741051940_89fb6b2cee,startseq small puppy stands on top of plastic bag endseq
14060,2741380826_cfe0ddf0a9,startseq small dog jumps over yellow beam endseq
14061,2741380826_cfe0ddf0a9,startseq the dog is jumping over low yellow bar with other obstacles nearby endseq
14062,2741380826_cfe0ddf0a9,startseq the dog leaps across the yellow board endseq
14063,2741380826_cfe0ddf0a9,startseq the small furry dog is jumping over low beam endseq
14064,2741380826_cfe0ddf0a9,startseq the terrier is performing jump in an agility test endseq
14065,2742426734_291df6da08,startseq group of friends posing together in park endseq
14066,2742426734_291df6da08,startseq group of people posing for picture on the grass endseq
14067,2742426734_291df6da08,startseq group of people posing for picture with the sun behind them endseq
14068,2742426734_291df6da08,startseq group of young people pose for picture in field endseq
14069,2742426734_291df6da08,startseq young people pose for their picture in the countryside endseq
14070,274313927_404d0e94ab,startseq black dog standing in some grass holding white plastic item in its mouth endseq
14071,274313927_404d0e94ab,startseq black dog is carrying white dog toy through field of high grass endseq
14072,274313927_404d0e94ab,startseq black dog is holding white object in its teeth endseq
14073,274313927_404d0e94ab,startseq black dog with white toy in his mouth in field of grass endseq
14074,274313927_404d0e94ab,startseq black labrador retriever in grassy field returns with white nubby cylinder in its mouth endseq
14075,2743652730_d909c7ae82,startseq boy looks out the window at another boy who is spraying the window with water endseq
14076,2743652730_d909c7ae82,startseq child is looking through the glass at the child squirting water hose onto the glass endseq
14077,2743652730_d909c7ae82,startseq little boy spays hose at his brother who is on the other side of window endseq
14078,2743652730_d909c7ae82,startseq one child sprays water hose at another who is inside behind glass window endseq
14079,2743652730_d909c7ae82,startseq one little boy is standing inside house on one side of window while another boy is outside squirting the window with hose endseq
14080,2743709828_a795a75bfc,startseq dogs racing around curve in the track endseq
14081,2743709828_a795a75bfc,startseq greyhound dogs are running towards camera on track endseq
14082,2743709828_a795a75bfc,startseq several horses are running race on muddy track endseq
14083,2743709828_a795a75bfc,startseq two muzzled greyhounds vie for the lead endseq
14084,2743709828_a795a75bfc,startseq two racing dogs round turn in dog track endseq
14085,2744321686_8811d8428c,startseq couch sits broken while man sits table behind them endseq
14086,2744321686_8811d8428c,startseq man in blue shirt reads paper behind broken seat endseq
14087,2744321686_8811d8428c,startseq man reads quietly alone in room endseq
14088,2744321686_8811d8428c,startseq man in blue shirt with hand on forehead behind two cushions endseq
14089,2744321686_8811d8428c,startseq man looking over paperwork with broken couch in front endseq
14090,2744330402_824240184c,startseq boat with people and their belongings is in the water endseq
14091,2744330402_824240184c,startseq brown boat is packed with goods and people endseq
14092,2744330402_824240184c,startseq large group of people and possessions packed into small boat endseq
14093,2744330402_824240184c,startseq lot of men and motorcycles float on canoe endseq
14094,2744330402_824240184c,startseq people are riding in boat with oars endseq
14095,2744600462_5804577296,startseq cyclist donning blue and white is leading pack of cyclists endseq
14096,2744600462_5804577296,startseq large column of bicyclists is cycling down road endseq
14097,2744600462_5804577296,startseq pack of bicycle road racers lean through curve endseq
14098,2744600462_5804577296,startseq pack of bicyclists taking turn during race endseq
14099,2744600462_5804577296,startseq cyclists competing in race are coming around bend in the road endseq
14100,2744690159_fe2c89e55b,startseq four dogs splashing in the water endseq
14101,2744690159_fe2c89e55b,startseq three brown and black dogs are splashing in the water endseq
14102,2744690159_fe2c89e55b,startseq three brown dogs are in the water endseq
14103,2744690159_fe2c89e55b,startseq three brown dogs are playing in the sea endseq
14104,2744690159_fe2c89e55b,startseq three dogs playing in water endseq
14105,2744705147_acd767d3eb,startseq man and woman in brown room posing for the camera endseq
14106,2744705147_acd767d3eb,startseq man in striped shirt hugging blond shorthaired woman with black apron on endseq
14107,2744705147_acd767d3eb,startseq man in striped shirt poses with blond girl in black apron endseq
14108,2744705147_acd767d3eb,startseq man is standing next to woman with his arm around her waist endseq
14109,2744705147_acd767d3eb,startseq man with glasses is standing next to woman with blonde hair endseq
14110,2744705574_519c171ca0,startseq dog chasing frisbee into the water endseq
14111,2744705574_519c171ca0,startseq dog holding frisbee walking in the water endseq
14112,2744705574_519c171ca0,startseq dog is running through the water with an orange object in its mouth endseq
14113,2744705574_519c171ca0,startseq dog playing in the water endseq
14114,2744705574_519c171ca0,startseq dog running on water with frisbee in its mouth endseq
14115,2745441424_5659f6acc8,startseq an african american woman with young girls endseq
14116,2745441424_5659f6acc8,startseq woman in bathing suit poses with two little girls endseq
14117,2745441424_5659f6acc8,startseq woman in swimming suit holds her two young daughters endseq
14118,2745441424_5659f6acc8,startseq woman and two little girls wearing swimsuits endseq
14119,2745441424_5659f6acc8,startseq the woman in the swimming suit is holding up two young girls in swimming suits endseq
14120,2745663684_650f84e1e6,startseq boy in tank top skateboarding endseq
14121,2745663684_650f84e1e6,startseq boy skateboards down the street endseq
14122,2745663684_650f84e1e6,startseq kid in striped tank top skateboards down the street endseq
14123,2745663684_650f84e1e6,startseq man wearing shorts and tank top riding skateboard endseq
14124,2745663684_650f84e1e6,startseq young man skateboarding on street wearing black and white striped shirt endseq
14125,2745811124_12c4426b8b,startseq blond girl standing in crowd holding goat on leash endseq
14126,2745811124_12c4426b8b,startseq girl holding sheep by the leash in busy fair setting endseq
14127,2745811124_12c4426b8b,startseq girl in crowd in holding on to leashed sheep endseq
14128,2745811124_12c4426b8b,startseq little girl is in crowd of people holding rope attached to sheep endseq
14129,2745811124_12c4426b8b,startseq the young girl is holding yellow leash attached to sheep endseq
14130,2746072388_b127f8259b,startseq baby boy has spread food all over his arms face and plate endseq
14131,2746072388_b127f8259b,startseq baby is eating aquacolored cake very messily endseq
14132,2746072388_b127f8259b,startseq baby makes big mess with cake endseq
14133,2746072388_b127f8259b,startseq very messy baby eating cake endseq
14134,2746072388_b127f8259b,startseq young boy with blue eyes is covered in blue cake endseq
14135,2746839158_4195210d27,startseq children playing outside in fountain endseq
14136,2746839158_4195210d27,startseq two boys in underwear play in the water in the city street endseq
14137,2746839158_4195210d27,startseq two little boys play in the water left behind by the sprinklers endseq
14138,2746839158_4195210d27,startseq two young boys are playing in fountain in city plaza endseq
14139,2746839158_4195210d27,startseq two young boys play in the water that has collected on the street endseq
14140,2746910139_77ba5be2c5,startseq child leans over vat endseq
14141,2746910139_77ba5be2c5,startseq child playing with water in children discovery museum endseq
14142,2746910139_77ba5be2c5,startseq child plays in multicolored fountain endseq
14143,2746910139_77ba5be2c5,startseq little child playing in water with hose endseq
14144,2746910139_77ba5be2c5,startseq young child is playing in water tank with toys endseq
14145,2747436384_9470c56cb9,startseq boys with their backs against an incoming wave endseq
14146,2747436384_9470c56cb9,startseq four boys are about to be hit by an approaching wave endseq
14147,2747436384_9470c56cb9,startseq four people sitting in the path of wave endseq
14148,2747436384_9470c56cb9,startseq four young men are sitting on the beach under crashing wave endseq
14149,2747436384_9470c56cb9,startseq three boys sitting in sand getting splashed by wave endseq
14150,2747640247_b54bfa6886,startseq girl is playing on homemade swing that hangs from tree over water endseq
14151,2747640247_b54bfa6886,startseq girl is sitting on crudely made swing above the water endseq
14152,2747640247_b54bfa6886,startseq girl is swinging over waves on rope swing endseq
14153,2747640247_b54bfa6886,startseq girl swinging from tree on rope over crashing waves endseq
14154,2747640247_b54bfa6886,startseq girl swings on tree over breaking waves endseq
14155,2747714500_49476225c6,startseq girl in yellow shirt plays in the water endseq
14156,2747714500_49476225c6,startseq girl wearing yellow dress is playing in water while others are watching endseq
14157,2747714500_49476225c6,startseq little girl dressed in yellow splashes in shallow pool endseq
14158,2747714500_49476225c6,startseq little girl in yellow shirt runs through fountain in busy park endseq
14159,2747714500_49476225c6,startseq young girl in wading pool with onlooker in red shirt and backpack standing on the side endseq
14160,2748435417_ea7bbcc17c,startseq skateboarder performs trick in front of business building endseq
14161,2748435417_ea7bbcc17c,startseq skateboarder on the gray steps on large building endseq
14162,2748435417_ea7bbcc17c,startseq skateboarders do tricks on steps outside of building endseq
14163,2748435417_ea7bbcc17c,startseq two boys are skateboarding in front of an office building endseq
14164,2748435417_ea7bbcc17c,startseq two kids are skateboarding endseq
14165,2748729903_3c7c920c4d,startseq man crashes into the water with his parachute endseq
14166,2748729903_3c7c920c4d,startseq parasailer splashes along the surface of lake endseq
14167,2748729903_3c7c920c4d,startseq person hanging from parachute makes splash as their body hits the water endseq
14168,2748729903_3c7c920c4d,startseq person in parachute sliding across the water endseq
14169,2748729903_3c7c920c4d,startseq the parasailer is skipping across the water endseq
14170,2749124446_d4432787b5,startseq dog wearing muzzle is racing around corner endseq
14171,2749124446_d4432787b5,startseq dog with his eyes bulging out runs in front of another running dog endseq
14172,2749124446_d4432787b5,startseq there are two greyhounds racing around dirt track endseq
14173,2749124446_d4432787b5,startseq the two greyhounds are racing around corner endseq
14174,2749124446_d4432787b5,startseq two horses are neck to neck at race endseq
14175,275002371_5b200e6a92,startseq brown dog chewing at his own tail endseq
14176,275002371_5b200e6a92,startseq brown dog is rolling around on the grass endseq
14177,275002371_5b200e6a92,startseq dog biting at its own rear endseq
14178,275002371_5b200e6a92,startseq dog rolls in the grass endseq
14179,275002371_5b200e6a92,startseq dog rolling on the ground endseq
14180,2750832671_4b39f06acf,startseq black and tan dog plays with stuffed toy endseq
14181,2750832671_4b39f06acf,startseq black dog plays with white and blue colored stuffed animal endseq
14182,2750832671_4b39f06acf,startseq doberman jumping in the air playing with toy endseq
14183,2750832671_4b39f06acf,startseq dog playing with its toy endseq
14184,2750832671_4b39f06acf,startseq black dog playing with white and blue toy endseq
14185,2750867389_4b815f793a,startseq man and boy behind the wheel of car endseq
14186,2750867389_4b815f793a,startseq man drives truck while child sits on his lap and steers endseq
14187,2750867389_4b815f793a,startseq man drives vehicle with child on his lap endseq
14188,2750867389_4b815f793a,startseq man and little boy driving large brown suv endseq
14189,2750867389_4b815f793a,startseq there is man with small boy on his lap sitting in the drivers seat of jeep endseq
14190,2751466788_4fab701cc3,startseq man walks toward policeman standing in crosswalk on city street endseq
14191,2751466788_4fab701cc3,startseq policeman stands in crosswalk in city endseq
14192,2751466788_4fab701cc3,startseq police officer directs traffic on city street endseq
14193,2751466788_4fab701cc3,startseq people in the middle of city street surrounded by large buildings endseq
14194,2751466788_4fab701cc3,startseq the man in the purple shirt is walking towards the policeman who is standing on the pedestrian crossing endseq
14195,2751567262_e089b33ed9,startseq bald man in blue polo shirt stands next to brick building endseq
14196,2751567262_e089b33ed9,startseq man in blue shirt standing in front of building endseq
14197,2751567262_e089b33ed9,startseq man stands on sidewalk between grass lawn and building endseq
14198,2751567262_e089b33ed9,startseq nearly bald man in blue shirt and dark glasses waits on the lawn by an empty street endseq
14199,2751567262_e089b33ed9,startseq man in blue shirt standing on the sidewalk endseq
14200,2751602672_ca5e1f6447,startseq bald man demonstarting how high his brown and black dog can jump endseq
14201,2751602672_ca5e1f6447,startseq bald man in grey is holding out stick whilst black and brown dog jumps up to catch it endseq
14202,2751602672_ca5e1f6447,startseq man holds stick above jumping dog endseq
14203,2751602672_ca5e1f6447,startseq medium sized dog is jumping to get stick endseq
14204,2751602672_ca5e1f6447,startseq man holding stick while dog jumps up to grab it endseq
14205,2751694538_fffa3d307d,startseq man and boy sit in the driver seat endseq
14206,2751694538_fffa3d307d,startseq man holds child on his lap while driving truck endseq
14207,2751694538_fffa3d307d,startseq man sits with little boy in the drivers seat of jeep endseq
14208,2751694538_fffa3d307d,startseq young boy sits on the lap of man behind the wheel of vehicle endseq
14209,2751694538_fffa3d307d,startseq the boy is sitting in the lap of the car driver and helping to steer endseq
14210,2752043092_f48ebfeaa2,startseq baby dressed in blue with watch endseq
14211,2752043092_f48ebfeaa2,startseq baby wearing watch endseq
14212,2752043092_f48ebfeaa2,startseq baby with wristwatch is curious about something endseq
14213,2752043092_f48ebfeaa2,startseq child in blue shirt is wearing wristwatch endseq
14214,2752043092_f48ebfeaa2,startseq young child in blue outfit plays with watch he is wearing endseq
14215,2752084369_52e7867da7,startseq little girl in red dress and white hat holding two zara blue bags endseq
14216,2752084369_52e7867da7,startseq little girl in red dress is carrying shopping bags endseq
14217,2752084369_52e7867da7,startseq little girl is carrying two shopping bags from zara endseq
14218,2752084369_52e7867da7,startseq toddler in red dress carries two zara shopping bags endseq
14219,2752084369_52e7867da7,startseq young girl is carrying two large black shopping bags endseq
14220,2752175795_c9def67895,startseq two guys sit on opposite sides of strange billboard endseq
14221,2752175795_c9def67895,startseq two men sit on benches on opposite sides near billboard endseq
14222,2752175795_c9def67895,startseq two men sit on opposite sides of an advertisement in bus shelter endseq
14223,2752175795_c9def67895,startseq two men sitting on opposite sides of bus stop endseq
14224,2752175795_c9def67895,startseq two people wait at an enclosed bus stop on bench with advertisement present endseq
14225,2752230113_b5dab6f0f1,startseq casual family stroll by the water endseq
14226,2752230113_b5dab6f0f1,startseq man woman and little girl walk along boardwalk beside calm sea endseq
14227,2752230113_b5dab6f0f1,startseq child man and woman walking near the water endseq
14228,2752230113_b5dab6f0f1,startseq the little girl in the pink shirt is walking ahead of man and woman on the side of the body of water endseq
14229,2752230113_b5dab6f0f1,startseq two adults and small girl walk along an ocean boardwalk endseq
14230,2752329719_868545b7d2,startseq couple is enjoying the view of the water while sitting on patio endseq
14231,2752329719_868545b7d2,startseq couple sit on patio overlooking the ocean endseq
14232,2752329719_868545b7d2,startseq couple sitting on chairs by stone wall overlooking the ocean endseq
14233,2752329719_868545b7d2,startseq two adults sitting in chairs overlooking the ocean endseq
14234,2752329719_868545b7d2,startseq two people sit on well kept stone path that overlooks large body of water endseq
14235,2752331711_cb18abba5a,startseq man sits in camping chair near the edge of rock face over body of water endseq
14236,2752331711_cb18abba5a,startseq man sits in chair while holding large pole endseq
14237,2752331711_cb18abba5a,startseq man sits on folding chair on big block of ice holding on to rope endseq
14238,2752331711_cb18abba5a,startseq man sits on chair near edge of cliff fishing endseq
14239,2752331711_cb18abba5a,startseq the man hold pole in the air while sitting close to the cliffs edge endseq
14240,2752341621_54490b9b09,startseq family in colorful clothing walking in the snow endseq
14241,2752341621_54490b9b09,startseq group of middle eastern people walking through the snow endseq
14242,2752341621_54490b9b09,startseq middle eastern family is walking endseq
14243,2752341621_54490b9b09,startseq five people walk through the snow wearing exotic clothes endseq
14244,2752341621_54490b9b09,startseq three women dressed in colorful clothes and head coverings and man and boy are walking in the snow endseq
14245,2752809449_632cd991b3,startseq girl in black sitting on man lap on subway endseq
14246,2752809449_632cd991b3,startseq girl sitting on man lap on passenger train endseq
14247,2752809449_632cd991b3,startseq man and woman sit together on public transportation endseq
14248,2752809449_632cd991b3,startseq woman is sitting on man lap on public transportation system endseq
14249,2752809449_632cd991b3,startseq woman with ponytail dressed in jean shorts and black tank top sitting on the lap of man with camo shorts and white shirt on subway endseq
14250,2752919987_8bfca604ab,startseq couple kisses at concert endseq
14251,2752919987_8bfca604ab,startseq man and woman kissing while at show endseq
14252,2752919987_8bfca604ab,startseq man and woman kiss on dancefloor while band plays endseq
14253,2752919987_8bfca604ab,startseq man kissing woman in crowd endseq
14254,2752919987_8bfca604ab,startseq the man and woman are hugging and kissing near musicians performing endseq
14255,2752923489_d3bceebacb,startseq man and woman walking down the street endseq
14256,2752923489_d3bceebacb,startseq woman and man carrying bags walking along road with others in the background endseq
14257,2752923489_d3bceebacb,startseq there are two girls in the foreground of group of people and they are both carrying shoulder book bags endseq
14258,2752923489_d3bceebacb,startseq two firends are at an outdoor concert and one is searching for something in her blue bag endseq
14259,2752923489_d3bceebacb,startseq two flamboyantly dressed people at walk featuring hundreds of people endseq
14260,2752926645_801a198ff6,startseq man leans against tree with beer in hand endseq
14261,2752926645_801a198ff6,startseq man stands against tree while holding drink endseq
14262,2752926645_801a198ff6,startseq young man drinks near tree endseq
14263,2752926645_801a198ff6,startseq young man stands against tree drinking from cup endseq
14264,2752926645_801a198ff6,startseq the man is holding drink at an event endseq
14265,2753506871_dc38e7d153,startseq brown dog jumps in the sand endseq
14266,2753506871_dc38e7d153,startseq brown skinny dog is jumping over tuft of grass on dirt pathway endseq
14267,2753506871_dc38e7d153,startseq dog is jumping over bush on the beach endseq
14268,2753506871_dc38e7d153,startseq dog jumps on sandy embankment near another dog endseq
14269,2753506871_dc38e7d153,startseq the yellow dog kicks up sand as it jumps endseq
14270,2753531542_ace2c870b7,startseq boy jumps from high rock cliff to the water below endseq
14271,2753531542_ace2c870b7,startseq man in red swim trunks is in midair above the people in the water below endseq
14272,2753531542_ace2c870b7,startseq man wearing orange swim trunks in jumping from high rock into the water endseq
14273,2753531542_ace2c870b7,startseq young man in red swimming trunks jumped off large rock into the water endseq
14274,2753531542_ace2c870b7,startseq young men jumps off rocks into lake endseq
14275,275401000_8829250eb3,startseq brown tan and white dog and black and white dog are playing with tennis ball on house deck endseq
14276,275401000_8829250eb3,startseq dog jumps to try to catch yellow tennis ball on patio endseq
14277,275401000_8829250eb3,startseq two dogs playing with tennis ball endseq
14278,275401000_8829250eb3,startseq two dogs play with green ball on wooden deck endseq
14279,275401000_8829250eb3,startseq two fluffy dogs jumping to catch tennis ball endseq
14280,2754271176_4a2cda8c15,startseq man in blue clothing sorts through the contents of plastic bag endseq
14281,2754271176_4a2cda8c15,startseq man is bending down and digging in white bag endseq
14282,2754271176_4a2cda8c15,startseq woman bends down to reach in plastic bag endseq
14283,2754271176_4a2cda8c15,startseq the man in the blue jacket is reaching into white bag endseq
14284,2754271176_4a2cda8c15,startseq the man in the blue jacket is rummaging through white plastic bag at the roadside endseq
14285,2754898893_95239c1f19,startseq woman smiles in front of an ocean view endseq
14286,2754898893_95239c1f19,startseq woman standing in front of beach scene and smiling endseq
14287,2754898893_95239c1f19,startseq young woman posing in front of beautiful beach scene endseq
14288,2754898893_95239c1f19,startseq the woman in glasses is smiling with the ocean in the background endseq
14289,2754898893_95239c1f19,startseq woman standing on hill in front of the ocean endseq
14290,2755053974_5cc157512e,startseq little boy at the steering wheel of vehicle endseq
14291,2755053974_5cc157512e,startseq small baby sitting in car behind the steering wheel endseq
14292,2755053974_5cc157512e,startseq young boy pretends to drive the car with his hand on the horn endseq
14293,2755053974_5cc157512e,startseq little boy sits in car driver seat grabbing the steering wheel endseq
14294,2755053974_5cc157512e,startseq this small child is sitting behind the steering wheel of car endseq
14295,275516348_cbccebc125,startseq brown and white dog jumping on sandy beach endseq
14296,275516348_cbccebc125,startseq brown and white dog moving forward with two forelegs in the air and two hind legs on the ground endseq
14297,275516348_cbccebc125,startseq dog takes off running on the sand endseq
14298,275516348_cbccebc125,startseq dog running on two legs endseq
14299,275516348_cbccebc125,startseq the white dog is running on the sand in front of fallen bushes endseq
14300,2755314937_1e974bf2b5,startseq little girl in pink shirt sticks out her tongue endseq
14301,2755314937_1e974bf2b5,startseq young girl showing her purple tongue endseq
14302,2755314937_1e974bf2b5,startseq young girl sticking out her tongue endseq
14303,2755314937_1e974bf2b5,startseq broken image endseq
14304,2755314937_1e974bf2b5,startseq young blonde girl displays colored tongue endseq
14305,2755362721_368cbde668,startseq greyhound racing endseq
14306,2755362721_368cbde668,startseq muzzled greyhound dog wearing yellow and black is running on the track endseq
14307,2755362721_368cbde668,startseq race dog feet dig in the mud as he makes his way around curve endseq
14308,2755362721_368cbde668,startseq sand is kicked up as two animals run endseq
14309,2755362721_368cbde668,startseq two dogs on wet sandy track endseq
14310,2755952680_68a0a1fa42,startseq bicyclist jumping with his bike in midair endseq
14311,2755952680_68a0a1fa42,startseq cyclist is performing jump whilst other cyclists stand by and watch endseq
14312,2755952680_68a0a1fa42,startseq guy is doing trick on bike endseq
